url,title,content
https://aceh.tribunnews.com/2021/04/12/video-puluhan-migran-seberangi-sungai-rio-grande-untuk-masuk-ke-as,VIDEO - Puluhan Migran Seberangi Sungai Rio Grande untuk ...,"serambinews.com, texas - sekelompok migran dibawa ke tempat penampungan oleh penjaga patroli perbatasan as setelah mereka menyeberangi sungai rio grande dari meksiko ke as pada jumat malam (10/4/2021).

para migran diangkut ke fasilitas penampungan dengan menggunakan bus setelah proses pendaftaran.

kota ini telah menjadi salah satu pusat imigran ilegal yang masuk ke amerika serikat untuk mencari suaka.

lebih dari 172.000 migran ditangkap dan ditahan di perbatasan barat daya as pada maret saat mencoba masuk, menurut customs and border protection (cbp).

mayoritas pendatang adalah dewasa lajang dan sebagian besar ditahan di pelabuhan masuk as, sekitar 4.000 orang dihentikan oleh petugas pelabuhan.

sekitar 103.900 orang telah dihapus berdasarkan peraturan kesehatan masyarakat oleh pemerintahan mantan presiden as donald trump, yang dikenal dengan judul 42.

""judul 42 pengusiran 60% dari total pendatang ilegal untuk bulan itu,"" sebut cbp.

jumlah anak tanpa pendamping yang ditahan sekitar 18.890 orang- dua kali lipat dari februari hingga maret. sekarang, ada lebih dari 20.200 anak di bawah umur tanpa pendamping di tahanan as.

""cbp telah mengalami peningkatan dalam pertemuan dan penangkapan. ini bukan hal baru."" kata penjabat komisaris cbp troy miller. dalam pernyataannya.

""kami berkomitmen untuk menyeimbangkan kebutuhan untuk menjaga keamanan perbatasan, merawat mereka yang berada dalam tahanan kami, dan menjaga keamanan rakyat amerika dan tenaga kerja kami,"" tambahnya.(anadolu agency)

baca juga: pemerintah yaman tuntut penyelidikan internasional atas tragedi migran afrika dibakar hidup-hidup

baca juga: saling kerahkan kapal induk, china di dekat taiwan, amerika serikat ke laut china selatan"
https://beritautama.net/donald-trump-menghina-partai-republik-besar-dan-mengintimidasi-donor-besar/,Donald Trump menghina Partai Republik besar dan ...,"donald trump belum menerima kekalahannya dalam pemilu as 2020. dia berharap orang lain menyalahkan mereka karena meninggalkan gedung putih.

update dari senin, 12 april 2021 pukul 11.30: ada banyak kemarahan mengingat pelanggaran itu, mantan presiden as donald trump menyuarakan ketidaksenangannya dengan pemilihan yang kalah selama acara penggalangan dana di palm beach. banyak donatur: menurut “politico”, mereka terpana oleh penampilan pria tangguh dari amerika serikat, yang menyela anggota tubuhnya dengan penghinaan. “mengerikan, panjang dan negatif,” kata salah satu tamu pada playbook.

alih-alih menanggapi hal-hal positif yang dilakukan pemerintahannya, donald trump mengambil kesempatan untuk berbicara tentang pembalasan terhadap partai republik yang setuju untuk mengajukan tuntutan hukum terhadapnya.

menurut politico, banyak donor sudah bosan dengan perilaku aneh donald trump sejak 6 januari. seperti laporan playbook dan the new york times, trump telah menjadi masalah bagi banyak donor. sehingga tidak banyak dari mereka yang muncul di acara penggalangan dana tersebut.

banyak donor besar berpaling dari donald trump karena sambutannya. © michael reaves / afp

donald trump menghina pemimpin kelompok parlemen republik

laporan pertama dari senin, 12 april 2021 pukul 09.59: palm beach – donald trump kalah dalam pemilihan presiden 2020. dan jelas pada akhirnya. sebagian besar partai republik telah menerima fakta ini dan menantikan pemilu paruh waktu 2022. fokus mereka adalah merebut kembali setidaknya satu majelis parlemen as – senat atau dewan perwakilan – dari demokrat, paling banter.

tetapi donald trump, yang partainya telah menjanjikan pemilihan parlemen yang penting, terus berurusan dengan masa lalu. sebagai bagian dari acara penggalangan dana di depan tamu partai republik yang dipilih sendiri di florida, donald trump dikatakan telah menyimpang dari manuskrip pidatonya yang semula direncanakan dan menuangkan kembali kemarahannya pada pemilihan ulangnya dengan mengklaim bahwa itu “dicuri” darinya.

donald trump melambai lagi pada mitch mcconnell: ‘kehilangan es dingin’

mitch mcconnell, pemimpin minoritas republik di senat as, telah melakukannya dengan sangat buruk. mcconnell, yang awalnya tetap diam pada hari-hari dan minggu-minggu setelah pemilihan, adalah jubah merah untuk donald trump karena dia tidak hanya setuju dengan joe biden memenangkan pemilihan, tetapi juga trump dengan kata-kata yang jelas untuk penyerbuan capitol 6 januari. disalahkan.

sejak itu, donald trump tidak melewatkan kesempatan untuk mengecam mcconnell secara terbuka. dan juga akhir pekan ini. bersamaan dengan makan malam donasi, trump diundang ke acara yang lebih eksklusif di resor golf mar-a-lago miliknya dan seperti biasa, dia melepas kulitnya tanpa memotong mulutnya. mcconnell, ini adalah “pecundang es dingin.” trump mengatakan jika partai republik memiliki “pemimpin sejati”, “kami tidak akan menerima kekalahan dalam pemilu.”

donald trump dan mitch mcconnell: untuk waktu yang lama kedua tujuan sama, dan hari ini hanya keterasingan. (gambar arsip) © mario tama / afp

donald trump menyerang ellen chow, istri mitch mcconnell dan mantan sekretaris

tapi itu belum semuanya. reporter new york times shane goldmacher, mengutip seorang hadirin, melaporkan ini donald trump menggambarkan mitch mcconnell sebagai “bajingan bodoh.” dia pasti, yang juga tidak tahu berterima kasih. lagipula, menurut donald trump, mcconnell berhutang terpilihnya kembali hanya kepada satu orang – donald trump. dan mcconnell tidak pernah berterima kasih padanya untuk itu. juga tidak bagi trump untuk mempekerjakan istri mcconnell.

kata benda addison mitchell “mitch” mcconnell jr. partai politik republik fungsi ketua partai republik di parlemen senat as modifikasi 79 tahun (20 februari 1942) istri eileen chow (sejak 1993) read turki: sofagate erdogan! video tersebut memperlihatkan reaksi von der leyen terhadap pengaturan tempat duduk

eileen chow, istri mcconnell, sekretaris tenaga kerja di bawah presiden george w. bush, dari 2001 hingga 2009, mengambil alih departemen perhubungan di pemerintahan donald trump pada 2017 dan hanya mengundurkan diri pada 11 januari, merujuk pada badai di gedung capitol. dia juga menyalahkan trump atas kerusuhan itu dan tidak ingin bekerja “hari lain” di bawah kepemimpinannya.

donald trump kecewa dengan mike pence

mantan bintang reality tv itu juga menemukan kata-kata buruk untuk mike pence, wakil presiden donald trump. dia bertemu dengannya dan mengatakan kepadanya bahwa dia masih “kecewa” karena pence tidak mengabaikan konstitusi as dan bahwa pemilu diadakan melawan trump pada 6 januari. pada 6 januari, trump memposting tweet kemarahan terhadap mike pence di twitter, di mana para penggemarnya yang “menggantung mike pence” berbaris di capitol dan bersorak.

halaman topik kami anda dapat menemukan semua berita tentang presiden ke-45 amerika serikat di trump news.

dia menjelaskan lagi, bahwa donald trump ingin terus menuntut peran kepemimpinan partai republik – juga dengan tujuan memperbarui pencalonan mereka sebagai presiden as pada 2024. serangannya yang sering terhadap partai republik berpengaruh seperti mcconnell dan pence membuat dampak di antara penggemarnya, yang merupakan persentase besar dari pendukung dan pemilih republik. penasihatnya saat ini, jason miller, mengomentari pidato trump yang sesuai. miller menyebut palm beach, rumah adopsi trump, “pusat kekuatan politik baru.” (mirko schmid)

rubriklistenbild: © michael reaves / afp"
https://suar.grid.id/read/202646085/kim-jong-un-kembali-tunjukkan-keberingasannya-usai-eksekusi-mati-menteri-pendidikan-korea-utara-karena-tak-ada-kemajuan-dan-selalu-mengeluh?page=all,Kim Jong Un Kembali Tunjukkan Keberingasannya usai ...,"kim jong un kembali tunjukkan keberingasannya usai eksekusi mati menteri pendidikan korea utara karena tak ada kemajuan dan selalu mengeluh

senin, 12 april 2021 | 20:03 wib

kim jong un mengeksekusi mati menteri pendidikan korea utara.

suar.id - kim jong un kembali tunjukkan keberingasannya usai eksekusi mati menteri pendidikan korea utara karena tak ada kemajuan dan selalu mengeluh.

pemimpin korea utara, kim jong un dikabarkan telah mengeksekusi seorang pejabat pemerintah di negaranya setelah departemennya gagal mengadakan panggilan video yang cukup serta mengeluh tentang beban kerja.

diwartakan mirror, menteri pendidikan berpangkat tinggi yang tidak disebutkan namanya itu dilaporkan dijatuhi hukuman mati.

baca juga: berambisi hancurkan barat, kim jong-un sampai dirikan universitas nuklir untuk kembangkan rudal hiperonik terbaik

hal ini diputuskan setelah dilakukan penyelidikan mengapa departemennya gagal membuat kemajuan yang memuaskan.

laporan tentang temuan penyelidikan ke kementerian pendidikan tinggi yang dilakukan oleh organisasi dan departemen bimbingan (odg), ditelusuri oleh daily nrk.

dilaporkan, departemen pendidikan korea utara tidak melakukan langkah yang cukup untuk menerapkan undang-undang pendidikan jarak jauh.

baca juga: xi jinping dan kim jong un tegaskan kembali aliansi china-korea utara, sebut persatuan dan kerja sama yang lebih kuat ini untuk menghadapi tantangan musuh

laporan tersebut mengatakan:

""ogd melakukan penyelidikan karena departemen gagal membuat kemajuan apa pun dan karena beberapa telah mengkritik kebijakan pemerintah.""

tuduhan tersebut juga dilaporkan termasuk anggota departemen yang ""mengeluh di setiap pertemuan"" tentang pekerjaan mereka.

sementara, yang lain mempertanyakan kurangnya sumber daya yang disediakan oleh negara.

baca juga: pernah dianggap konyol karena berlari di samping mobilnya, nyatanya pengamanan kim jong-un disebut paling ketat di dunia, 'seekor semut pun tak akan lolos!'

para pengawas juga dikatakan menyoroti lambannya penerapan ""kebijakan pembelajaran jarak jauh"", yang dianggap mengalami perkembangan yang buruk.

setelah kematian menteri tersebut, departemen telah ""diatur kembali"" di bawah ri guk chol, presiden universitas kim il sung, tambah laporan itu.

selain melakukan langkah-langkah baru, ""mereka berencana untuk melakukan panggilan konferensi video secara teratur"", sebuah sumber menegaskan.

afp kim jong un

baca juga: miris, penduduk korea utara nekat rebus anaknya sendiri karena sangat kelaparan, kim jong un malah sibuk 'main' roket

kim jong un buat ulah usai joe biden jadi presiden amerika serikat

bertahun-tahun korea utara di bawah pemberlakuan sanksi, kini para ahli justru memperingatkan tentang risiko 'ancaman bencana' dari korea utara untuk tahun ini.

melansir daily star (14/2/2021), para ahli kebijakan luar negeri mengklaim keadaan darurat baru yang disebabkan oleh 'negara nakal' menjadi perhatian utama pada tahun 2021.

mereka mengatakan risikonya sekarang bahkan lebih besar daripada empat tahun lalu ketika donald trump pertama menjadi presiden as.

baca juga: kepergok berhubungan badan dengan istri orang, diktator kanibal ini ngacir dalam keadaan bugil!

council on foreign relations (cfr) telah menjelaskan bahaya besar dari rezim kim jong-un dan kemampuan nuklirnya.

survei prioritas pencegahan tahunannya memberi peringkat krisis yang berasal dari pengembangan senjata nuklir dan pengujian rudal balistik yang berkelanjutan sebagai ""masalah konflik peringkat teratas untuk tahun 2021"".

dan itu berarti program nuklir korea utara sekarang menjadi ancaman yang lebih besar daripada serangan dunia maya terhadap infrastruktur penting as, yang menjadi perhatian utama pada 2019 dan 2020.

dikatakan, kim jong-un cenderung menggunakan uji coba nuklir dan rudal untuk mengejek para pemimpin dunia baru.

baca juga: dikenal angker dan berdarah dingin, kim jong un tak mampu bendung tangis saat ceritakan kesulitan korea utara, ada apa?

hal itu menimbulkan kekhawatiran lebih banyak lagi yang mungkin terjadi sekarang setelah joe biden dilantik sebagai presiden.

bulan lalu, jong-un menyatakan as adalah ""musuh utama utama"" korea utara pada pertemuan partai pekerja korea, lapor news.com.au.

diktator korut itu mengecam ""kebijakan bermusuhan"" amerika terhadap negara pertapa.

scott a snyder, dari cfr, mengatakan, “presiden obama memperingatkan presiden terpilih trump pada november 2016 bahwa ancaman keamanan internasional paling menjengkelkan yang akan dia hadapi akan berasal dari korea utara.

tribunnews kim jong un mengeksekusi mati menteri pendidikan korea utara.

baca juga: sungguh meresahkan, kim jong-un kembali buat ulah setelah joe biden jadi presiden amerika serikat yang baru

""dua uji coba nuklir, segudang uji coba rudal jarak jauh, dan tiga ktt trump- kim

kemudian, besarnya dan kemungkinan korea utara menjadi ancaman bencana bagi kepentingan nasional as lebih besar daripada empat tahun lalu.""

saat memimpin as, trump mengembangkan 'bromance' dengan jong-un dan menjadi presiden as pertama yang memasuki korea utara selama ktt pada 2019.

tapi itu tidak mengubah ancaman yang ditimbulkan oleh negara paria itu, kata para ahli.

baca juga: rela gelontorkan uang hingga 51 miliar demi beli pakaian dalam wanita, sosok diktator ini buru 2000 perawan untuk penuhi 'kebutuhan' elite korea utara, padahal rakyatnya tengah menderita

justin hastings, seorang profesor hubungan internasional di universitas sydney, mengatakan setiap kali korea utara menguji senjata menyebabkan ""potensi pecahnya perang"".

paul b stares, direktur cfr's center for preventive action, mengatakan, ""ada banyak potensi bentrokan internasional yang harus diperhatikan oleh pemerintahan joe biden yang akan datang,

""terutama mengingat keinginannya untuk fokus dalam mengendalikan pandemi virus corona baru.""

sementara dianggap ancaman besar terkait kemampuan nuklirnya, korea utara masih menghadapi memburuknya perekonomian di tengah pendemi covid-19.

baca juga: mulai ketakutan? inilah alasan kim jong-un sudah jarang muncul di depan publik

kim jong-un melakukan segala cara agar ekonomi negaranya terselamatkan.

reuters mengabarkan partai buruh, partai yang berkuasa di korea utara, menyelesaikan rapat pleno empat hari kamis 11/2 kemarin.

namun di rapat itu kim jong-un marah besar.

menurutnya kabinetnya kurang inovatif, tidak punya strategi dan tidak cerdas.

baca juga: selama ini beritanya terkubur, 4 pembelot pernah coba bunuh kim jong un, para pengkhianat justru berhasil ditangkap oleh musuh bebuyutan sang diktaktor korut

mereka dianggap kurang inovatif dalam menyusun tujuan untuk rencana ekonomi lima tahun yang baru sebagaimana diwartakan oleh media pemerintah, kcna.

dalam rapat tersebut, kim juga memetakan visinya untuk urusan antar-korea, hubungan dengan negara lain, peraturan partai, dan masalah personel.

dengan ekonomi sebagai agenda utama, kim meninjau rencana aksi untuk strategi lima tahun terbaru dalam rapat pleno tersebut.

dia juga membahas mengenai sanksi internasional, penutupan perbatasan yang berkepanjangan, serta pengurangan bantuan luar di tengah pandemi virus corona.

video pilihan"
https://www.republika.co.id/berita/qrg8gt463/sylvester-stallone-gabung-di-klub-maralago-donald-trump,Sylvester Stallone Gabung di Klub Mar-a-Lago Donald Trump,"klub mar-a-lago merupakan resor dan landmark bersejarah di florida.

republika.co.id, jakarta -- sylvester stallone dilaporkan telah menjadi salah satu anggota terbaru klub pribadi donald trump, mar-a-lago. aktor yang akrab disapa sly tersebut diketahui hadir dalam pertemuan klub bulan lalu, dan beberapa fotonya bersama anggota lain juga beredar.

pemeran rambo itu sebelumnya pernah menjadi tamu di mar-a-lago, setelah menghadiri pesta malam tahun baru 2016 di sana.

“sly baru saja menjadi anggota mar-a-lago,” kata sumber tersebut seperti dilansir dari fox news pada senin (12/4).

menurut laporan media lokal, pada desember, aktor berusia 74 tahun itu membeli sebuah kompleks senilai 35 juta dolar as di dekat klub di palm beach, florida. properti baru sly memiliki tujuh kamar tidur di tengah ruang hidup seluas 13.241 kaki persegi, dermaga, pantai berpasir, dan paviliun kolam renang dengan cabana terbuka.

sly juga nampaknya memilih rehat dari dunia akting dan menghabiskan waktunya di rumah. sebab, menurut laporan, dia tidak akan muncul dalam sekuel ketiga waralaba hit seperti “rocky” dan “creed”.

“film itu akan segera rampung. tapi saya tidak terlibat di dalamnya. teruslah meninju,” kata sly saat ditanya ihwal progress film legendarisnya tentang tinju.

mar-a-lago merupakan adalah resor dan landmark bersejarah nasional di palm beach, florida, dibangun dari tahun 1924 hingga 1927 oleh marjorie merriweather post. pada tahun 1985, mar-a-lago dibeli oleh donald j. trump dengan harga sekitar 10 juta dolar as.

dia menggunakan mansion itu sebagai tempat tinggal selama delapan tahun, sebelum mengubahnya menjadi mar-a-lago club. keluarganya memiliki tempat tinggal pribadi di area terpisah yang tertutup dari rumah dan pekarangannya.

keanggotaan di mar-a-lago club membutuhkan biaya awal sebesar 200 ribu dolar as. daftar anggota mar-a-lago telah lama dirahasiakan, meskipun kerap bocor ke publik.

klub ini juga sering disebut-sebut karena pelanggaran kode kesehatan. pada bulan januari 2017, inspektur florida mencatat 15 pelanggaran yang mencakup makanan laut yang tidak aman, daging yang tidak cukup didinginkan dan lainnya."
https://dunia.tempo.co/read/1451806/israel-disorot-terkait-insiden-di-situs-nuklir-iran-natanz,Israel Disorot Terkait Insiden di Situs Nuklir Iran Natanz,
https://www.cnbcindonesia.com/tech/20210412182303-37-237255/disanksi-trump-biden-ini-cara-baru-huawei-bertahan-hidup,"Disanksi Trump & Biden, Ini Cara Baru Huawei Bertahan ...","jakarta, cnbc indonesia - huawei mulai melepas harapan bisa keluar dari daftar entitas as. berkat daftar itu, raksasa teknologi china ini terbatas untuk menggunakan teknologi dari as dan sudah berlangsung selama beberapa waktu lalu.

hal ini disampaikan oleh chairman, eric xu yakni perusahaan 'tidak memiliki harapan' untuk dihapus dari daftar tersebut, dikutip dari cnbc internasional, senin (12/4/2021).

selain itu, dia mengatakan huawei akan lebih banyak berinvestasi untuk komponen kendaraan listrik. perusahaan akan menggelontorkan dana lebih dari us$1 miliar tahun ini.

selain itu, eric juga menyebutkan peluncuran global jaringan telekomunikasi 5g yang dilakukan perusahaannya telah melebihi ekspektasi.

sebagai informasi, sejak 2019 huawei masuk dalam daftar entitas. salah satu akibatnya google tidak diizinkan memberikan lisensi pada perusahaan china itu.

hal tersebut membuat perangkat huawei setelah aturan berlaku diluncurkan tanpa layanan google di dalamnya.

berlangsung hampir dua tahun, namun titik terang juga tidak terlihat. bahkan beberapa waktu lalu, pemerintah joe biden merubah isi lisensi.

dengan aturan baru itu, membuat huawei makin sulit memasok produk perangkat 5g. menurut laporan reuters berdasarkan dua orang sumber, lisensi baru dapat mengganggu kontrak yang telah disepakati yang mengacu pada aturan selama pemerintah donald trump.

huawei juga pernah menyatakan ingin menunggu komunikasi dari pemerintah as. ceo huawei, ren zhengfei siap menerima telepon joe biden yang saat itu baru menjabat sebagai presiden as.

""saya akan menerima panggilan telepon dan pesan seputar pengembangan dan kesuksesan bersama,""kata ren."
https://www.pikiran-rakyat.com/ekonomi/pr-011761511/usai-kena-sanksi-huawei-beralih-bisnis-yang-tak-terlalu-bergantung-pada-teknologi-as,"Usai Kena Sanksi, Huawei Beralih Bisnis yang Tak Terlalu ...","

pikiran rakyat - produsen peralatan telekomunikasi asal china, huawei technologies akan berinvestasi lebih banyak dalam bisnis yang kurang bergantung pada teknik proses lanjutan.

hal itu disampaikan ketua huawei eric xu pada senin, 12 april 2021, mengutip karena adanya sanksi amerika serikat yang mengurangi aksesnya ke semikonduktor kelas atas, seperti dikutip dari reuters.

eric xu juga mengatakanperusahaannya 'tidak memiliki harapan' untuk dihapus dari daftar entitas as.

baca juga: selama bulan ramadhan 2021, masjid istiqlal tak menggelar buka puasa dan sahur bersama hingga itikaf

baca juga: otoritas sebut simpatisan habib rizieq datang ke bandara soekarno-hatta secara spontan

daftar entitas as telah digunakan untuk membatasi aliran teknologi dan produk paman sam ke huawei di masa pemerintahan presiden joe biden.

eric xu mengatakan perusahaannya akan berinvestasi lebih banyak dalam komponen untuk kendaraan tanpa pengemudi atau self-driving vehicles, dengan investasi dalam bisnis intelligent driving melebihi 1 miliar dolar as tahun ini.



dia juga mengatakan bahwa peluncuran global jaringan telekomunikasi 5g huawei telah 'melebihi ekspektasi'.

sebagaimana diketahui, huawei telah dimasukkan dalam daftar hitam ekspor oleh mantan presiden as donald trump pada 2019 dan dilarang mengakses teknologi penting asal as.

baca juga: airlangga hartarto: momentum ramadhan penempaan pemulihan dari covid-19

baca juga: menaker: jika thr tidak penuh dan tak tepat waktu, perusahaan harus pastikan kesepakatan dengan pekerja"
https://www.cnbcindonesia.com/news/20210412165042-4-237213/makin-panas-iran-tuduh-israel-atas-ledakan-fasilitas-nuklir,Makin Panas! Iran Tuduh Israel Atas Ledakan Fasilitas Nuklir,"jakarta, cnbc indonesia - hubungan iran dan israel semakin memanas. kementerian luar negeri iran menunjuk israel sebagai pelaku di balik serangan terhadap pabrik pengayaan uranium natanz pada hari sebelumnya, dan berjanji akan membalas dendam.

""tentu saja rezim zionis, dengan tindakan ini, mencoba untuk membalas dendam kepada rakyat iran atas kesabaran dan sikap bijak mereka terkait pencabutan sanksi (as),"" kata juru bicara saeed khatibzadeh pada konferensi pers pada senin (12/4/2021), dikutip dari afp.

khatibzadeh secara tidak langsung menuduh israel berusaha membatalkan pembicaraan yang sedang berlangsung di wina, austria yang bertujuan menghidupkan kembali perjanjian nuklir.

insiden pada minggu (11/4/2021), yang disebut iran sebagai tindakan anti-terorisme nuklir, terjadi sehari setelah teheran mengatakan pihaknya memulai sentrifugal uranium canggih di natanz. ini merupakan pelanggaran komitmen di bawah kesepakatan tahun 2015 yang bermasalah dengan kekuatan dunia.

juru bicara organisasi energi atom iran sebelumnya melaporkan kecelakaan di natanz yang disebabkan oleh listrik mati, tanpa cedera atau polusi. sementara menurut khatibzadeh, serangan tersebut mempengaruhi sejumlah sentrifugal ir-1 generasi pertama.

khatibzadeh bersumpah bahwa tanggapan iran terhadap serangan itu akan menjadi ""balas dendam pada rezim zionis"" kapan dan di mana saja yang dipilih teheran.

""jika tujuannya adalah untuk menghentikan jalan pencabutan sanksi yang menindas terhadap iran, mereka pasti tidak akan mencapai tujuan mereka,"" katanya.

insiden natanz mengikuti putaran pembukaan pembicaraan di wina dengan perwakilan dari pihak yang tersisa dalam kesepakatan nuklir.

pembicaraan difokuskan pada pencabutan sanksi amerika serikat yang diberlakukan kembali terhadap iran oleh mantan presiden donald trump dan membawa teheran kembali mematuhi kesepakatan tersebut.

sebelumnya as menarik diri dari perjanjian pada 2018 dan memberlakukan kembali sanksi, mendorong iran untuk membalas dengan secara progresif membatalkan komitmennya sendiri."
https://internasional.kontan.co.id/news/as-terus-dekati-israel-demi-bisa-kembali-ke-kesepakatan-nuklir-iran,AS terus dekati Israel demi bisa kembali ke kesepakatan ...,"ilustrasi. perdana menteri israel benjamin netanyahu (kiri) bersama dengan wakil presiden as saat itu joe biden setelah biden menandatangani buku tamu di kediaman perdana menteri di yerusalem pada maret 2010.

sumber: arab news | editor: prihastomo wahyu widodo

kontan.co.id - amman. kunjungan menteri pertahanan amerika serikat (as), lloyd austin, baru-baru ini berkunjung ke israel dan diduga bertujuan untuk menurunkan tensi antara israel dan iran. lebih lanjut, as berharap bisa menemukan jalan untuk kembali ke kesepakatan nuklir iran.

dikutip dari associated press, austin pada hari minggu (11/4), mendeklarasikan komitmen as yang kuat dan abadi kepada israel. ia juga menegaskan bahwa as akan memperkuat dukungan pada saat yang menegangkan dalam politik israel.

kunjungan ini merupakan yang pertama kalinya bagi austin sejak ia menjabat sebagai menteri pertahanan di era biden. austin berusaha memanfaatkan kemajuan diplomatik timur tengah yang diinisiasi donald trump ketika menormalkan hubungan antara israel dan beberapa negara arab.

baca juga: iran: serangan atas fasilitas nuklir natanz dipicu oleh aksi terorisme

analis timur tengah, lamis andoni, mengatakan kepada arab news bahwa kunjungan tersebut pada akhirnya bertujuan untuk membantu as kembali ke rencana aksi komprehensif bersama (jcpoa) alias kesepakatan nuklir iran.

""presiden joe biden khawatir bahwa netanyahu ingin meningkatkan situasi di teluk, dengan tujuan untuk menghentikan kembalinya kesepakatan nuklir iran,"" ungkapnya.

ia menambahkan, netanyahu hanya peduli tentang masa depannya sendiri, dan karena itu akan fokus pada ancaman iran yang berlebihan untuk memastikan negara-negara teluk tetap bersatu melawan iran.

pada dasarnya, kunjungan austin akhir pekan lalu merupakan upaya as untuk menenangkan israel agar upaya kembali ke kesepakatan nuklir tetap terbuka.

baca juga: punya jangkauan pengintaian super luas, militer israel pamerkan pesawat oron"
https://www.kompas.com/global/read/2021/04/12/151219070/iran-klaim-fasilitas-nuklir-natanz-disabotase-yakin-pelakunya-israel?page=all,"Iran Klaim Fasilitas Nuklir Natanz ""Disabotase"", Yakin ...",